11.336,15.376,19.661,15.942,11.698,16.285,0.085673,0.15762,0.25773,0.16955,0.091242,0.17681,2.3939,15.05,0.085302,1.9505,0.15644,0.35963,2.2057,15.088,0.041795,0.055912,0.041509,1
11.395,15.438,19.87,16.355,11.835,16.285,0.086567,0.15889,0.26326,0.17839,0.093394,0.17681,3.06,15.196,0.083034,1.9465,0.15955,0.35841,2.1999,15.226,0.043323,0.057315,0.042318,1
11.425,15.477,20.121,16.666,11.935,16.285,0.087016,0.15969,0.26996,0.18522,0.094976,0.17681,2.0485,15.318,0.10594,1.9568,0.16228,0.3856,2.2141,15.36,0.044,0.056708,0.042768,1
11.445,15.542,20.355,16.854,11.997,16.285,0.087322,0.16103,0.27625,0.18941,0.095954,0.17681,1.4847,15.413,0.13339,1.9768,0.16446,0.4194,2.2429,15.461,0.042518,0.052153,0.042339,1
11.437,15.604,20.457,16.969,11.987,16.285,0.087204,0.16233,0.27901,0.19202,0.095789,0.17681,-2.4781,15.457,0.12987,1.9699,0.16553,0.41722,2.236,15.502,0.041218,0.049079,0.041309,1
11.496,15.428,20.03,16.312,11.832,16.285,0.088109,0.15874,0.26778,0.17805,0.093372,0.17681,-3.2899,15.231,0.14639,1.9981,0.16048,0.42828,2.2713,15.279,0.037857,0.04739,0.038006,1
11.492,15.313,19.853,15.99,11.762,16.285,0.088053,0.15638,0.26301,0.17101,0.092248,0.17681,-1.5913,15.116,0.16603,2.0123,0.15792,0.44637,2.289,15.172,0.037645,0.048566,0.037616,1
11.502,15.263,19.813,15.851,11.755,16.285,0.088214,0.15534,0.2619,0.16789,0.092139,0.17681,2.9072,15.078,0.18889,2.0299,0.15705,0.47061,2.3119,15.127,0.037249,0.048142,0.035496,1
11.465,15.423,20.302,16.62,11.899,16.285,0.087636,0.15859,0.27485,0.18439,0.094389,0.17681,3.1382,15.332,0.1693,2.0075,0.16278,0.45806,2.2883,15.367,0.040528,0.049807,0.041415,1
11.464,15.54,20.606,17.07,11.991,16.285,0.087621,0.16099,0.28312,0.19437,0.095864,0.1768,2.3819,15.493,0.16644,1.9858,0.16646,0.45617,2.2604,15.529,0.041194,0.048598,0.041569,1
11.479,15.625,20.791,17.425,12.08,16.285,0.087844,0.16277,0.28819,0.20245,0.097284,0.1768,1.374,15.614,0.15828,1.9549,0.16922,0.44311,2.2148,15.652,0.042288,0.049416,0.041215,1
11.503,15.711,20.907,17.522,12.154,16.285,0.088212,0.16455,0.29141,0.20471,0.098477,0.1768,1.8372,15.68,0.16723,1.9648,0.17069,0.45423,2.2258,15.718,0.040901,0.04582,0.040837,1
11.565,15.774,20.999,17.702,12.204,16.285,0.089168,0.16588,0.294,0.20894,0.099299,0.1768,1.6996,15.755,0.16884,1.9487,0.17235,0.45103,2.2021,15.797,0.0394,0.043206,0.039421,1
11.628,15.817,21.159,17.782,12.241,16.285,0.090139,0.16679,0.29851,0.21083,0.099894,0.17681,1.453,15.819,0.19903,1.969,0.17383,0.48409,2.232,15.861,0.036274,0.036943,0.035616,1
11.67,15.819,21.372,17.912,12.282,16.285,0.090796,0.16683,0.30456,0.2139,0.10057,0.17681,1.3551,15.89,0.23759,1.9897,0.17558,0.52513,2.2621,15.924,0.034724,0.033084,0.035021,1
11.674,15.842,21.518,18.007,12.315,16.285,0.090858,0.16731,0.30871,0.21619,0.10111,0.17681,0.35863,15.94,0.25609,2.0006,0.17683,0.54557,2.2769,15.98,0.034182,0.031033,0.03402,1
11.659,15.874,21.638,18.108,12.339,16.285,0.090615,0.16799,0.31214,0.21863,0.1015,0.1768,0.10722,15.984,0.26323,2.0015,0.17795,0.55392,2.278,16.027,0.034205,0.03004,0.033681,1
11.655,15.929,21.691,18.245,12.359,16.285,0.090562,0.16917,0.31367,0.22195,0.10184,0.1768,0.49547,16.028,0.25129,1.9788,0.179,0.53857,2.2453,16.073,0.034355,0.030109,0.033895,1
11.664,15.965,21.775,18.417,12.388,16.285,0.090703,0.16993,0.31612,0.22616,0.10231,0.1768,1.221,16.082,0.24752,1.9563,0.18034,0.52991,2.212,16.131,0.034706,0.030587,0.034327,1
11.682,16.025,21.837,18.609,12.393,16.285,0.090984,0.1712,0.31793,0.2309,0.10239,0.1768,1.6271,16.139,0.2345,1.9212,0.1817,0.50996,2.1622,16.189,0.034257,0.030108,0.033593,1
11.67,16.121,21.93,18.721,12.414,16.285,0.090796,0.17327,0.32063,0.23366,0.10275,0.1768,0.45226,16.19,0.22722,1.9116,0.18298,0.50298,2.1485,16.238,0.033164,0.027322,0.033002,1
11.663,16.175,22.053,18.817,12.432,16.285,0.090683,0.17443,0.32424,0.23607,0.10304,0.1768,0.65836,16.238,0.23344,1.9125,0.18421,0.5106,2.1503,16.287,0.032281,0.024813,0.031735,1
11.648,16.22,22.195,18.953,12.459,16.285,0.090451,0.1754,0.32842,0.23951,0.10348,0.1768,0.37503,16.293,0.23994,1.9088,0.18568,0.51716,2.1442,16.343,0.032181,0.023612,0.032255,1
11.684,16.223,22.285,19.144,12.475,16.285,0.091015,0.17546,0.33108,0.24437,0.10376,0.1768,1.5791,16.349,0.2446,1.8838,0.18708,0.51412,2.1075,16.397,0.032285,0.024274,0.032025,1
11.722,16.275,22.339,19.298,12.485,16.285,0.091604,0.17658,0.3327,0.2483,0.10392,0.1768,1.3421,16.401,0.23991,1.859,0.18832,0.50297,2.0715,16.449,0.031184,0.02289,0.031115,1
11.761,16.343,22.347,19.371,12.495,16.285,0.092216,0.17808,0.33293,0.25018,0.10408,0.1768,0.5705,16.434,0.23185,1.8435,0.18905,0.49095,2.0488,16.491,0.029401,0.020294,0.029229,1
11.777,16.405,22.405,19.451,12.526,16.285,0.092458,0.17942,0.33466,0.25225,0.1046,0.1768,0.3721,16.475,0.23082,1.8373,0.19003,0.48851,2.039,16.53,0.02845,0.018386,0.028944,1
