-4.2162,-0.57096,5.1915,5.4316,3.1847,-1.2521,0.012018,0.0009968,0.020946,0.024899,0.0075371,0.0016269,30.227,1.2948,-0.19761,1.5629,0.011337,0.2927,1.5563,1.704,2.1425,-0.20787,1.7493,1
-3.7447,0.62435,6.9557,8.3015,4.4014,-0.23417,0.0097572,0.00099832,0.032861,0.047973,0.014117,0.0010471,19.408,2.7174,-0.11021,1.6517,0.017792,0.68298,1.98,2.9963,1.1918,0.14257,1.1293,1
-3.4824,1.2744,7.9059,9.6091,5.3633,0.5775,0.0084541,0.001495,0.042482,0.063744,0.020356,0.0010862,16.667,3.5413,-0.12941,1.7076,0.022936,0.70446,1.9925,3.8141,1.0383,0.26799,0.98231,1
-3.1326,1.6336,8.9695,11.047,6.4527,1.5341,0.006754,0.0018871,0.054094,0.081707,0.027978,0.0017919,9.2686,4.4174,-0.11849,1.7159,0.029035,0.68651,1.9558,4.5862,0.97026,0.37258,0.92664,1
-2.9103,1.5338,9.9054,11.912,7.0668,2.1596,0.0059407,0.0016454,0.065867,0.095262,0.033597,0.0035653,9.9742,4.9446,-0.093104,1.663,0.034313,0.64145,1.8496,5.099,0.95333,0.41856,0.90187,1
-2.359,1.6663,10.845,12.84,7.7525,2.812,0.0038762,0.0018973,0.078944,0.1106,0.04033,0.0055092,10.614,5.5928,-0.053878,1.6052,0.040194,0.59973,1.7683,5.7192,0.88446,0.47033,0.86214,1
-2.3302,1.5602,10.618,12.228,7.1549,2.1872,0.0037654,0.0017092,0.076367,0.10254,0.035934,0.0049249,-7.6859,5.2363,-0.0078179,1.56,0.03754,0.59159,1.7071,5.4893,0.83875,0.43554,0.83008,1
-2.4852,1.7213,10.468,11.496,6.5403,1.5617,0.0042826,0.0021176,0.074298,0.090914,0.030312,0.0031503,-6.0267,4.8838,-0.00076673,1.554,0.034179,0.5682,1.5808,5.178,0.77831,0.33943,0.76231,1
-2.5574,1.9121,10.317,11.06,5.9456,1.2083,0.0044963,0.0026797,0.071944,0.083341,0.024337,0.0018723,-1.5929,4.6476,0.01787,1.5775,0.031445,0.59511,1.5416,4.8761,0.72107,0.24827,0.69372,1
-2.0178,2.478,11.269,12.335,6.5483,2.0184,0.0029888,0.0042154,0.085079,0.10248,0.028763,0.0030023,13.56,5.4384,0.057617,1.5989,0.037754,0.61912,1.5892,5.5589,0.65323,0.29372,0.63439,1
-1.584,2.8928,11.956,13.225,6.915,2.6112,0.0018116,0.0056662,0.095446,0.11689,0.031918,0.0046354,8.4466,6.0026,0.093747,1.6138,0.042728,0.63309,1.6159,6.0899,0.60805,0.32148,0.60849,1
-1.5133,2.9493,12.133,13.392,7.0161,2.7669,0.0017151,0.0061166,0.098434,0.11991,0.032885,0.0052671,-10.256,6.124,0.095862,1.6152,0.044054,0.63054,1.6096,6.3081,0.60507,0.32409,0.57939,1
-2.0147,2.3174,11.63,12.692,6.9138,2.5773,0.003093,0.0044986,0.090933,0.10824,0.031975,0.0046813,-3.8239,5.6861,0.035251,1.6064,0.04057,0.60309,1.5703,5.847,0.70437,0.31642,0.66051,1
-2.7447,1.519,10.798,11.474,6.4487,1.9351,0.0057805,0.0023763,0.078953,0.090001,0.028348,0.0032907,-22.243,4.9051,-0.025464,1.5906,0.034792,0.57086,1.5185,5.1257,0.83504,0.26598,0.80622,1
-2.9769,0.95699,10.281,10.785,6.0205,1.233,0.0063708,0.0007981,0.071254,0.078914,0.024801,0.0017186,5.552,4.3833,0.0021596,1.5294,0.030643,0.55533,1.4961,4.5955,0.88442,0.22686,0.87268,1
-2.9481,0.79863,10.121,10.353,5.5821,0.58141,0.006309,0.00078695,0.069368,0.073263,0.021499,0.00097293,-9.6288,4.0813,0.059407,1.4809,0.0287,0.5693,1.4803,4.3731,0.83253,0.17021,0.82871,1
-2.5089,0.92237,10.447,10.899,5.8948,0.60542,0.0043202,0.00089178,0.073563,0.080392,0.023762,0.0007073,15.739,4.3766,0.10556,1.435,0.030606,0.56838,1.4892,4.6901,0.75169,0.22724,0.74058,1
-2.8449,0.83675,10.452,11.166,6.2956,0.74173,0.0057037,0.00077272,0.073512,0.084292,0.027062,0.00082791,-1.4807,4.4413,0.050381,1.4483,0.032028,0.54985,1.5154,4.7525,0.84026,0.25358,0.81783,1
-2.7063,1.1549,10.909,12.083,7.1124,1.5108,0.0052066,0.0010511,0.079684,0.097876,0.034022,0.0019551,13.319,5.0106,0.0089122,1.4834,0.036632,0.54387,1.5711,5.1385,0.85619,0.33841,0.82467,1
-2.5117,1.5474,11.444,13.17,7.8146,2.4279,0.0046981,0.0019998,0.087965,0.1169,0.041201,0.0050133,10.821,5.6487,-0.014665,1.5472,0.042964,0.58305,1.6874,5.7788,0.85801,0.42007,0.84087,1
-2.0881,2.1108,12.045,14.098,8.3649,3.3056,0.0031436,0.0032566,0.097374,0.13383,0.047141,0.0081185,-4.1126,6.306,-0.019331,1.6015,0.048811,0.60452,1.7496,6.5519,0.81252,0.47514,0.79596,1
-2.3544,2.1454,11.98,13.991,8.0975,3.1191,0.0040812,0.0033024,0.09645,0.13206,0.044506,0.0075662,-2.2336,6.1631,-0.024201,1.6301,0.047994,0.62453,1.7586,6.4096,0.82036,0.44614,0.80329,1
-2.6686,2.0226,11.861,13.469,7.7427,2.6302,0.0049993,0.0030207,0.094553,0.12249,0.040644,0.0055572,-9.0444,5.8427,-0.033356,1.6156,0.045211,0.59886,1.6665,6.1463,0.82567,0.38656,0.79432,1
-2.7768,1.8999,11.943,13.094,7.4633,2.1443,0.0052309,0.0025589,0.095484,0.11484,0.037276,0.0032429,12.619,5.6279,-0.012183,1.5734,0.043105,0.56919,1.5628,5.8885,0.80079,0.32024,0.76594,1
-2.6252,2.1003,12.418,13.378,7.7141,2.3847,0.0046694,0.0030865,0.1032,0.11987,0.039785,0.0040236,-6.047,5.8949,-0.011882,1.5695,0.045773,0.55137,1.5206,6.1284,0.76952,0.32089,0.75007,1
-2.7845,1.8442,12.253,13.217,7.6375,2.1657,0.0052787,0.0024358,0.10057,0.11688,0.039006,0.0033747,-0.60644,5.7221,-0.010445,1.5518,0.044591,0.54775,1.5197,5.8857,0.79809,0.31299,0.78331,1
-2.8695,1.7774,12.17,13.263,7.5765,2.153,0.0056285,0.0022969,0.09924,0.11769,0.038445,0.0033558,-2.6014,5.6784,-0.0092752,1.5607,0.044443,0.56159,1.5455,5.8547,0.81476,0.31476,0.79052,1
-2.7731,1.386,11.65,12.971,7.3203,1.7747,0.0053553,0.0014693,0.090876,0.11252,0.035915,0.002281,-0.46057,5.3883,0.030242,1.5163,0.041402,0.58094,1.6,5.6327,0.82999,0.32732,0.78244,1
-2.098,1.292,11.487,13.187,7.5784,1.885,0.0034768,0.0013406,0.088475,0.1164,0.038602,0.0026089,5.3776,5.5554,0.082219,1.4622,0.041818,0.59189,1.6749,5.7618,0.78667,0.39794,0.75406,1
-1.4028,1.3959,11.715,13.834,8.1686,2.2566,0.0017278,0.0015956,0.092231,0.12892,0.045144,0.0038877,8.1012,5.9946,0.11809,1.4327,0.045584,0.60122,1.7569,6.2077,0.74074,0.47627,0.70786,1
-0.80356,1.8136,12.419,14.968,9.0568,3.0438,0.00053329,0.0024857,0.10354,0.1505,0.055002,0.0066463,12.787,6.7496,0.12763,1.4468,0.053118,0.6074,1.8157,6.8868,0.70566,0.53445,0.70484,1
-0.60797,2.2079,12.847,15.625,9.5279,3.4564,0.00037876,0.0033076,0.11019,0.16295,0.06058,0.0080632,-3.7213,7.1761,0.12461,1.4719,0.057579,0.6129,1.8448,7.3549,0.68772,0.55101,0.67192,1
-1.0344,2.0128,12.333,15.229,9.6631,3.4577,0.0012504,0.0028437,0.10191,0.15512,0.062301,0.0081734,-4.4007,6.9435,0.062854,1.482,0.055267,0.59521,1.8623,7.0689,0.76026,0.58172,0.74789,1
-1.4956,2.1196,11.984,15.314,10.001,3.4279,0.0019838,0.0031819,0.095998,0.15696,0.066923,0.0080235,-1.889,6.8918,0.015274,1.5281,0.055511,0.61697,1.9569,7.0521,0.81894,0.62017,0.79245,1
-2.0203,2.0037,11.517,15.122,9.9754,3.3185,0.0028343,0.002913,0.088681,0.1532,0.066652,0.0076008,7.8166,6.6526,-0.023966,1.5765,0.053648,0.65023,2.0423,6.8346,0.891,0.64091,0.8786,1
-1.5364,2.5521,11.88,16.05,10.274,3.7105,0.001917,0.0046813,0.094463,0.1727,0.070662,0.0094993,11.62,7.155,0.033617,1.6336,0.058987,0.73784,2.2053,7.3268,0.82354,0.65818,0.7991,1
-0.91985,3.0006,12.262,16.666,10.325,4.0538,0.0011073,0.0066318,0.10095,0.18676,0.071379,0.01142,13.31,7.5645,0.098803,1.6685,0.063041,0.79185,2.2932,7.7433,0.74854,0.65103,0.72985,1
